bird_reference	bird_shorthand	bird_shorthand_pt
5998	YMAG	YMA.G
5999	YRAW	Y.RAW
6000	YRAZ	Y.RAZ
6001	YSAL	Y.SAL
6002	YSAN	YSA.N
6003	YSAV	YSA.V
6004	YYAH	Y.YAH
6005	YYAT	Y.YAT
6006	YYAX	YY.AX
6007	YZAF	YZ.AF
6008	YZAL	Y.ZAL
6009	YZAS	YZA.S
6010	NV5	NV5
6011	SGAH	SG.AH
6012	STAX	S.TAX
6013	STAY	STA.Y
6014	SVAT	SV.AT
6015	TBAB	TB.AB
6016	TUAF	TU.AF
6017	UGAA	U.GAA
6018	UGAX	UG.AX
6019	UHAA	U.HAA
6020	UHAD	U.HAD
6021	UHAG	UHA.G
6022	UHAH	U.HAH
6023	UHAM	UH.AM
6024	UHAR	UH.AR
6025	UHAS	UHA.S
6026	UJAD	U.JAD
6027	UJAS	UJA.S
6028	UJAT	U.JAT
6029	UJAU	UJ.AU
6030	UKAF	UK.AF
6031	UKAP	U.KAP
6032	UKAU	UK.AU
6033	ULAA	U.LAA
6034	ULAD	U.LAD
6035	ULAJ	UL.AJ
6036	ULAL	U.LAL
6037	ULAZ	U.LAZ
6038	UPAL	U.PAL
6039	URAW	U.RAW
6040	UZAF	UZ.AF
6041	YMAB	YM.AB
6042	YMAD	Y.MAD
6043	YMAF	YM.AF
6044	YMAH	Y.MAH
6045	YMAK	YMA.K
6046	YMAM	YM.AM
6047	YMAN	YMA.N
6048	YMAP	Y.MAP
6049	YMAS	YMA.S
6050	YMAU	YM.AU
6051	YMAV	YMA.V
6052	YMAY	YMA.Y
6053	YNAA	Y.NAA
6054	YNAB	YN.AB
6055	YNAC	YNA.C
6056	YNAF	YN.AF
6057	YNAG	YNA.G
6058	YNAK	YNA.K
6059	YNAP	Y.NAP
6060	YNAR	YN.AR
6061	YNAS	YNA.S
6062	YNAU	YN.AU
6063	YNAV	YNA.V
6064	YNAY	YNA.Y
6065	YPAB	YP.AB
6066	YPAC	YPA.C
6067	YPAG	YPA.G
6068	YPAH	Y.PAH
6069	YPAL	Y.PAL
6070	YPAN	YPA.N
6071	YPAP	Y.PAP
6072	YPAR	YP.AR
6073	YPAS	YPA.S
6074	YPAX	YP.AX
6075	YPAY	YPA.Y
6076	YRAA	Y.RAA
6077	YRAC	YRA.C
6078	YRAD	Y.RAD
6079	YRAG	YRA.G
6080	YRAJ	YR.AJ
6081	YRAK	YRA.K
6082	YRAL	Y.RAL
6083	YRAM	YR.AM
6084	YRAT	Y.RAT
6085	YRAU	YR.AU
6086	YRAV	YRA.V
6087	YRAX	YR.AX
6088	YRAY	YRA.Y
6089	YSAA	Y.SAA
6090	YSAC	YSA.C
6091	YSAD	Y.SAD
6092	YSAF	YS.AF
6093	YSAG	YSA.G
6094	YSAH	Y.SAH
6095	YSAP	Y.SAP
6096	YSAU	YS.AU
6097	YSAX	YS.AX
6098	YSAY	YSA.Y
6099	YSAZ	Y.SAZ
6100	YYAB	YY.AB
6101	YYAK	YYA.K
6102	YYAW	Y.YAW
6103	YZAD	Y.ZAD
6104	YZAJ	YZ.AJ
6105	YZAM	YZ.AM
6106	YZAP	Y.ZAP
6107	YZAR	YZ.AR
6108	YZAY	YZA.Y
6109	YZAZ	Y.ZAZ
6110	KRA	KRA
6111	KRB	KRB
6112	KRC	KRC
6113	KRE	KRE
6114	KRF	KRF
6115	KRH	KRH
6116	KRJ	KRJ
6117	KRK	KRK
6118	KRL	KRL
6119	KRM	KRM
6120	KUV	KUV
6121	KUW	KUW
6122	KUX	KUX
6123	KUY	KUY
6124	KUZ	KUZ
6125	KVA	KVA
6126	KVB	KVB
6127	KVC	KVC
6128	KVE	KVE
6129	KVF	KVF
6130	KVH	KVH
6131	KVJ	KVJ
6132	KVK	KVK
6133	KVL	KVL
6134	KVM	KVM
6135	KVN	KVN
6136	KVP	KVP
6137	KVR	KVR
6138	KVS	KVS
6139	KVT	KVT
6140	KVU	KVU
6141	KVV	KVV
6142	KVW	KVW
6143	KVX	KVX
6144	KVY	KVY
6145	MUAF	MUA.F
6146	PJAL	PJ.AL
6147	PKAP	P.KAP
6148	PKAS	PKA.S
6149	SCAL	SC.AL
6150	SCAT	SC.AT
6151	SCAV	S.CAV
6152	SDAY	SDA.Y
6153	SHAC	SHA.C
6154	SVAP	SV.AP
6155	SWAC	SWA.C
6156	TDAX	TD.AX
6157	THAY	THA.Y
6158	TLAY	TLA.Y
6159	TMAA	T.MAA
6160	TMAB	TM.AB
6161	TMAC	TMA.C
6162	TMAD	T.MAD
6163	TMAF	TM.AF
6164	TMAG	TMA.G
6165	TMAH	T.MAH
6166	TMAJ	TM.AJ
6167	TMAK	TMA.K
6168	TMAW	T.MAW
6169	TMAX	T.MAX
6170	TMAY	TM.AY
6171	TMAZ	TM.AZ
6172	TNAA	TNA.A
6173	TNAB	T.NAB
6174	TNAC	TN.AC
6175	TNAD	TNA.D
6176	TNAS	TN.AS
6177	TNAU	T.NAU
6178	TNAV	TN.AV
6179	TNAW	TNA.W
6180	TNAX	TNA.X
6181	TNAZ	T.NAZ
6182	TRAW	T.RAW
6183	TRAY	TR.AY
6184	TTAA	TT.AA
6185	TTAC	T.TAC
6186	TTAD	TT.AD
6187	TTAF	TTA.F
6188	TTAG	T.TAG
6189	TTAH	TT.AH
6190	TTAJ	TTA.J
6191	TTAK	T.TAK
6192	TTAL	TT.AL
6193	TTAM	TTA.M
6194	TTAP	TT.AP
6195	TTAR	TTA.R
6196	TTAS	T.TAS
6197	TTAT	TT.AT
6198	TTAU	TTA.U
6199	TTAV	T.TAV
6200	TTAW	TT.AW
6201	TTAX	TT.AX
6202	TTAZ	TTA.Z
6203	TUAA	T.UAA
6204	TUAB	TU.AB
6205	TUAC	TUA.C
6206	TUAD	T.UAD
6207	TWAX	TW.AX
6208	TYAU	TYA.U
6209	ULAU	UL.AU
6210	294N	294N
6211	C65	C65
6212	E709	E709
6213	E740	E740
6214	SBAJ	S.BAJ
6215	SCAX	SC.AX
6216	SCAY	S.CAY
6217	SUAC	SU.AC
6218	SUAF	S.UAF
6219	SUAG	SU.AG
6220	SVAC	S.VAC
6221	SVAV	S.VAV
6222	SWAJ	SW.AJ
6223	SWAP	S.WAP
6224	SWAX	S.WAX
6225	SYAN	S.YAN
6226	TAAC	T.AAC
6227	TAAD	TA.AD
6228	TAAF	TAA.F
6229	TAAH	TA.AH
6230	TAAJ	TAA.J
6231	TAAK	T.AAK
6232	TAAM	TAA.M
6233	TAAP	TA.AP
6234	TAAR	TAA.R
6235	TAAS	T.AAS
6236	TAAU	TAA.U
6237	TAAV	T.AAV
6238	TAAW	TA.AW
6239	TAAX	TA.AX
6240	TAAZ	TAA.Z
6241	TBAL	T.BAL
6242	TBAM	TB.AM
6243	TBAP	T.BAP
6244	TBAR	TB.AR
6245	TBAU	TB.AU
6246	TBAV	TBA.V
6247	TBAW	T.BAW
6248	TBAX	T.BAX
6249	TBAY	TB.AY
6250	TCAA	TCA.A
6251	TCAB	T.CAB
6252	TCAF	T.CAF
6253	TCAG	TC.AG
6254	TCAH	TCA.H
6255	TCAJ	T.CAJ
6256	TCAK	TC.AK
6257	TCAL	TCA.L
6258	TCAM	T.CAM
6259	TCAN	TC.AN
6260	TCAP	TCA.P
6261	TCAR	T.CAR
6262	TCAS	TC.AS
6263	TCAT	TCA.T
6264	TCAV	TC.AV
6265	TCAW	TCA.W
6266	TCAX	TCA.X
6267	TCAY	T.CAY
6268	TCAZ	T.CAZ
6269	TDAA	TD.AA
6270	TFAS	TFA.S
6271	TFAV	TFA.V
6272	TFAW	T.FAW
6273	TFAX	T.FAX
6274	TFAZ	TF.AZ
6275	TGAB	T.GAB
6276	TGAC	TG.AC
6277	TGAD	TGA.D
6278	TGAM	T.GAM
6279	TGAP	TGA.P
6280	TGAR	T.GAR
6281	TGAU	T.GAU
6282	TGAV	TG.AV
6283	TGAW	TGA.W
6284	TGAX	TGA.X
6285	TGAZ	T.GAZ
6286	THAB	THA.B
6287	TPAH	TP.AH
6288	TPAW	TP.AW
6289	TPAY	TPA.Y
6290	TRAB	TR.AB
6291	TRAV	TRA.V
6292	TSAB	T.SAB
6293	TSAT	TSA.T
6294	TVAM	T.VAM
6295	TWAA	TW.AA
6296	TWAD	TW.AD
6297	TWAJ	TWA.J
6298	TYAF	TYA.F
6299	TYAG	T.YAG
6300	TYAP	TY.AP
6301	TZAX	T.ZAX
6302	YMAA	Y.MAA
6303	YMAX	YM.AX
6304	YNAH	Y.NAH
6305	YNAW	Y.NAW
6306	A1	A1
6307	A2	A2
6308	A3	A3
6309	A4	A4
6310	A6	A6
6311	A7	A7
6312	A9	A9
6313	AD	AD
6314	AE	AE
6315	AH	AH
6316	AJ	AJ
6317	AK	AK
6318	AL	AL
6319	AN	AN
6320	AP	AP
6321	AS	AS
6322	AT	AT
6323	AY	AY
6324	BB	BB
6325	BC	BC
6326	E451	E451
6327	EP47	EP47
6328	KJAW	KJ.AW
6329	LUAZ	L.UAZ
6330	MZAS	MZ.AS
6331	NBAF	N.BAF
6332	NBAV	NB.AV
6333	NDAC	NDA.C
6334	NGAJ	NGA.J
6335	NGAT	NG.AT
6336	NLAW	N.LAW
6337	NMAG	NM.AG
6338	NNAF	NNA.F
6339	NRAY	NR.AY
6340	NUAF	N.UAF
6341	NWAJ	NW.AJ
6342	NWAX	NW.AX
6343	PJAW	PJ.AW
6344	PKAV	PKA.V
6345	PMAG	P.MAG
6346	SCAJ	SCA.J
6347	SCAN	S.CAN
6348	SCAS	S.CAS
6349	SCAW	SC.AW
6350	SGAF	SGA.F
6351	SGAM	SGA.M
6352	SKAY	S.KAY
6353	SUAH	SUA.H
6354	SUAL	SUA.L
6355	SUAM	S.UAM
6356	SUAP	SUA.P
6357	SUAR	S.UAR
6358	SUAT	SUA.T
6359	SUAU	S.UAU
6360	SUAV	SUAV
6361	SUAW	SUA.W
6362	SUAX	S.UAX
6363	SUAZ	SUA.Z
6364	SVAB	SVA.B
6365	SVAD	SV.AD
6366	SVAF	SVA.F
6367	SVAH	SV.AH
6368	SVAK	S.VAK
6369	SVAL	SV.AL
6370	SVAM	SVA.M
6371	SVAN	S.VAN
6372	SVAR	SVA.R
6373	SYAM	SYA.M
6374	SYAP	SY.AP
6375	SYAR	SYA.R
6376	SYAS	S.YAS
6377	SYAT	SY.AT
6378	SYAU	SYA.U
6379	SYAV	S.YAV
6380	SYAX	SY.AX
6381	SYAY	S.YAY
6382	SYAZ	SYA.Z
6383	SZAB	S.ZAB
6384	SZAR	S.ZAR
6385	SZAZ	S.ZAZ
6386	TAAA	TA.AA
6387	TCAD	TCA.D
6388	TDAJ	TDA.J
6389	TDAN	T.DAN
6390	TDAR	TDA.R
6391	TDAS	T.DAS
6392	TDAT	TD.AT
6393	TFAA	T.FAA
6394	TFAC	TFA.C
6395	TNAJ	T.NAJ
6396	TNAN	TN.AN
6397	TNAP	TNA.P
6398	TPAG	T.PAG
6399	TVAA	TVA.A
6400	TYAX	TY.AX
6401	TYAY	T.YAY
6402	TZAV	TZA.V
6403	UUAL	U.UAL
6404	YNAX	YN.AX
6405	YPAA	Y.PAA
6406	AC	AC
6407	CNAF	CNA.F
6408	CY8	CY8
6409	DGAF	DG.AF
6410	DHAF	D.HAF
6411	DLAM	D.LAM
6412	DTAF	D.TAF
6413	ES24	ES24
6414	FDAA	F.DAA
6415	FMAJ	F.MAJ
6416	FMAR	F.MAR
6417	FRAZ	FRA.Z
6418	FWAU	FW.AU
6419	FXAD	FXA.D
6420	GFAL	G.FAL
6421	GGAL	GGAL
6422	GKAA	GKA.A
6423	GLAR	GLA.R
6424	GPAJ	GP.AJ
6425	GPAZ	G.PAZ
6426	ZTAK	ZTA.K
6427	GRAP	GRA.P
6428	GSAG	G.SAG
6429	GSAX	GSA.X
6430	GYAC	G.YAC
6431	GYAU	GYA.U
6432	GYAX	GYA.X
6433	HAAH	H.AAH
6434	HFAT	HFA.T
6435	HHAH	H.HAH
6436	HLAM	HL.AM
6437	HNAK	H.NAK
6438	HNAR	HNA.R
6439	HNAS	H.NAS
6440	HPAD	H.PAD
6441	HSAC	H.SAC
6442	HSAZ	HS.AZ
6443	HTAA	H.TAA
6444	HTAV	HTA.V
6445	HYAV	H.YAV
6446	KAAH	KA.AH
6447	KCAB	KC.AB
6448	KCAW	KC.AW
6449	KFAF	KF.AF
6450	KJAK	KJ.AK
6451	KLAB	KL.AB
6452	KLAL	KL.AL
6453	KTAD	KT.AD
6454	KTAH	KT.AH
6455	KVAC	KV.AC
6456	MLAG	ML.AG
6457	MSAG	MSA.G
6458	MZAC	MZAC
6459	NFAY	NF.AY
6460	PCAC	PCA.C
6461	PCAU	PC.AU
6462	PKAN	PKA.N
6463	RSAZ	R.SAZ
6464	SAAB	SA.AB
6465	SCAK	S.CAK
6466	SCAM	SCA.M
6467	SCAR	SCA.R
6468	SDAD	S.DAD
6469	SFAD	SFA.D
6470	SFAH	SFA.H
6471	SFAJ	S.FAJ
6472	SFAY	SF.AY
6473	SGAB	SGA.B
6474	SGAL	SG.AL
6475	SGAN	S.GAN
6476	SGAY	S.GAY
6477	SGAZ	SGA.Z
6478	SHAY	SHA.Y
6479	SLAY	SLA.Y
6480	SMAY	SM.AY
6481	SNAY	S.NAY
6482	SPAY	SPA.Y
6483	SRAY	SR.AY
6484	SSAY	S.SAY
6485	STAU	ST.AU
6486	STAV	STA.V
6487	SUAK	SU.AK
6488	SUAS	SU.AS
6489	SVAA	SV.AA
6490	SVAJ	SVA.J
6491	SVAS	S.VAS
6492	SVAX	SV.AX
6493	SWAH	S.WAH
6494	SYAL	SY.AL
6495	SZAA	SZA.A
6496	SZAV	SZ.AV
6497	TAAT	TA.AT
6498	TMAV	TMA.V
6499	TPAJ	TPA.J
6500	TTAN	T.TAN
6501	TUAV	TUA.V
6502	TWAL	TW.AL
6503	YPAF	YP.AF
6504	YSAB	YS.AB
6505	ZVAF	ZV.AF
6506	CFAV	CF.AV
6507	CGAS	C.GAS
6508	CJAG	CJ.AG
6509	CJAH	CJA.H
6510	CJAJ	C.JAJ
6511	CJAT	CJA.T
6512	DMAW	DM.AW
6513	DSAV	DSA.V
6514	DWAX	D.WAX
6515	DZAP	DZA.P
6516	FGAW	FG.AW
6517	FKAC	F.KAC
6518	FKAJ	FKA.J
6519	FRAD	FRA.D
6520	FVAH	FV.AH
6521	FVAN	F.VAN
6522	FVAT	FV.AT
6523	FXAK	FX.AK
6524	FYAJ	FYA.J
6525	FYAY	F.YAY
6526	GAAM	GAA.M
6527	GBAY	GBA.Y
6528	GCAH	GCA.H
6529	GKAB	G.KAB
6530	KSAC	KS.AC
6531	KTY	KTY
6532	KTZ	KTZ
6533	KUA	KUA
6534	KUB	KUB
6535	KUC	KUC
6536	KUE	KUE
6537	KUF	KUF
6538	KUH	KUH
6539	KUJ	KUJ
6540	KUK	KUK
6541	KUL	KUL
6542	KUM	KUM
6543	KUN	KUN
6544	KUP	KUP
6545	KUR	KUR
6546	KUS	KUS
6547	KUT	KUT
6548	KUU	KUU
6549	LZAM	LZA.M
6550	MFAC	M.FAC
6551	MFAL	MF.AL
6552	MZAK	MZ.AK
6553	NBAY	NB.AY
6554	NDAY	NDA.Y
6555	NGAY	N.GAY
6556	NHAX	NH.AX
6557	NLAR	NL.AR
6558	NTAY	NTA.Y
6559	NUAP	NUA.P
6560	NUAV	NU.AV
6561	NUAW	NUA.W
6562	NUAY	NU.AY
6563	NUAZ	NUA.Z
6564	NVAY	N.VAY
6565	PCAG	PCA.G
6566	PCAX	PC.AX
6567	PCAY	PCA.Y
6568	PJAV	P.JAV
6569	SUAJ	S.UAJ
6570	SUAN	SU.AN
6571	SUAY	SU.AY
6572	SWAU	SW.AU
6573	SWAV	SWA.V
6574	SYAA	SY.AA
6575	SYAW	SY.AW
6576	SZAY	SZ.AY
6577	TAAB	TAA.B
6578	TAAY	TAA.Y
6579	TBAA	T.BAA
6580	TBAF	TB.AF
6581	TCAC	TC.AC
6582	TDAH	TD.AH
6583	TDAU	TDA.U
6584	TFAT	T.FAT
6585	TGAF	T.GAF
6586	TGAT	TGA.T
6587	THAA	TH.AA
6588	TKAY	T.KAY
6589	TNAF	T.NAF
6590	TNAR	T.NAR
6591	TNAT	TNA.T
6592	TTAB	TTA.B
6593	TTAY	T.TAY
6594	TUAG	TUA.G
6595	TWAS	T.WAS
6596	TYAL	TY.AL
6597	TZAN	TZA.N
6598	TZAT	T.ZAT
6599	TZAZ	TZ.AZ
6600	KSB	KSB
6601	KSC	KSC
6602	KSE	KSE
6603	KSF	KSF
6604	KSH	KSH
6605	KSJ	KSJ
6606	KSK	KSK
6607	KSL	KSL
6608	KSM	KSM
6609	KSN	KSN
6610	MUAA	MU.AA
6611	MVAC	MVA.C
6612	MVAK	MVA.K
6613	MVAX	MV.AX
6614	MZAA	MZA.A
6615	MZAD	MZA.D
6616	NAAA	N.AAA
6617	NAAB	NA.AB
6618	NAAC	NAA.C
6619	NAAF	NA.AF
6620	NAAG	NAA.G
6621	NAAH	N.AAH
6622	NAAM	NA.AM
6623	NAAN	NAA.N
6624	NAAR	NA.AR
6625	NAAZ	N.AAZ
6626	NBAW	NBA.W
6627	NBAX	N.BAX
6628	NBAZ	NBA.Z
6629	NFAL	NFA.L
6630	NFAM	N.FAM
6631	NFAN	NF.AN
6632	NFAP	NFA.P
6633	NFAR	N.FAR
6634	NFAS	NF.AS
6635	NFAT	NFA.T
6636	NFAU	N.FAU
6637	NFAV	NF.AV
6638	NFAW	NFA.W
6639	NFAX	N.FAX
6640	NFAZ	NFA.Z
6641	NPAB	NP.AB
6642	NPAC	NPA.C
6643	NPAD	N.PAD
6644	NPAG	NPA.G
6645	NPAH	N.PAH
6646	NPAJ	NP.AJ
6647	NPAL	N.PAL
6648	NPAM	NP.AM
6649	NPAR	NP.AR
6650	NPAS	NPA.S
6651	NPAU	NP.AU
6652	NPAV	NPA.V
6653	NPAW	N.PAW
6654	NPAZ	N.PAZ
6655	PAAK	PA.AK
6656	PAAL	PAA.L
6657	PAAP	PAA.P
6658	PLAS	PL.AS
6659	PMAT	PM.AT
6660	PMAU	PMA.U
6661	PMAW	PM.AW
6662	PMAX	PMA.X
6663	PMAZ	PM.AZ
6664	SAAA	S.AAA
6665	SAAF	SA.AF
6666	SAAG	SAA.G
6667	SAAJ	SA.AJ
6668	SAAK	SAA.K
6669	SAAL	S.AAL
6670	SAAM	SA.AM
6671	SAAN	SAA.N
6672	SAAR	SA.AR
6673	SAAS	SAA.S
6674	SAAT	S.AAT
6675	SAAV	SAA.V
6676	SAAY	SAA.Y
6677	SAAZ	SA.AZ
6678	SBAA	SBA.A
6679	SBAB	S.BAB
6680	SBAD	SBA.D
6681	SBAG	SB.AG
6682	SBAH	SBA.H
6683	SBAP	SBA.P
6684	SBAR	S.BAR
6685	SBAT	SBA.T
6686	SBAU	S.BAU
6687	SBAW	SBA.W
6688	SBAY	SB.AY
6689	SBAZ	S.BAZ
6690	SCAA	SC.AA
6691	SCAC	S.CAC
6692	SCAG	S.CAG
6693	SUAA	SUA.A
6694	SUAB	S.UAB
6695	TAAL	TA.AL
6696	TBAS	TBA.S
6697	TDAP	TD.AP
6698	TSAZ	T.SAZ
6699	YMAZ	Y.MAZ
6700	KSP	KSP
6701	KSR	KSR
6702	KSS	KSS
6703	KST	KST
6704	KSU	KSU
6705	KSV	KSV
6706	KSW	KSW
6707	KSX	KSX
6708	KSY	KSY
6709	KSZ	KSZ
6710	KTA	KTA
6711	KTB	KTB
6712	KTC	KTC
6713	KTE	KTE
6714	KTF	KTF
6715	KTH	KTH
6716	KTJ	KTJ
6717	KTK	KTK
6718	KTL	KTL
6719	KTM	KTM
6720	KTN	KTN
6721	KTP	KTP
6722	KTR	KTR
6723	KTS	KTS
6724	KTT	KTT
6725	KTU	KTU
6726	KTV	KTV
6727	KTW	KTW
6728	KTX	KTX
6729	MDAR	M.DAR
6730	MDAT	MDA.T
6731	MDAV	MD.AV
6732	MZAF	M.ZAF
6733	NGAG	N.GAG
6734	NGAK	N.GAK
6735	NGAL	NG.AL
6736	NGAM	NGA.M
6737	NGAR	NGA.R
6738	NGAU	NGA.U
6739	NGAV	N.GAV
6740	NGAW	NG.AW
6741	NGAZ	NG.AZ
6742	NLAT	N.LAT
6743	NLAU	NL.AU
6744	NLAV	NLA.V
6745	NLAZ	N.LAZ
6746	NNAC	N.NAC
6747	NNAG	N.NAG
6748	NNAH	NN.AH
6749	NNAT	NN.AT
6750	NNAV	N.NAV
6751	NSAY	N.SAY
6752	NTAL	N.TAL
6753	NUAA	NUA.A
6754	NUAR	N.UAR
6755	NYAY	N.YAY
6756	PCAV	PCA.V
6757	PFAM	PFA.M
6758	PFAN	P.FAN
6759	PFAR	PFA.R
6760	PFAS	P.FAS
6761	PFAT	PF.AT
6762	PFAU	PFA.U
6763	PFAY	P.FAY
6764	PJAZ	PJ.AZ
6765	PKAF	PK.AF
6766	PKAG	PKA.G
6767	PKAH	P.KAH
6768	PKAK	PKA.K
6769	PKAL	P.KAL
6770	PKAX	PK.AX
6771	PMAA	PM.AA
6772	PMAB	PMA.B
6773	PMAC	P.MAC
6774	PMAD	PM.AD
6775	PMAF	PMA.F
6776	PMAH	PM.AH
6777	SAAC	SAA.C
6778	SAAU	SA.AU
6779	SBAN	SB.AN
6780	SCAH	SC.AH
6781	SHAF	SH.AF
6782	TBAC	TBA.C
6783	TBAG	TBA.G
6784	TBAN	TBA.N
6785	TBAZ	TB.AZ
6786	TCAU	T.CAU
6787	TDAG	T.DAG
6788	TFAK	TFA.K
6789	TJAY	TJ.AY
6790	TNAY	T.NAY
6791	TWAU	TWA.U
6792	TZAP	T.ZAP
6793	AA	AA
6794	AB	AB
6795	B1	B1
6796	B2	B2
6797	B3	B3
6798	B4	B4
6799	B6	B6
6800	B7	B7
6801	B9	B9
6802	BD	BD
6803	BE	BE
6804	BG	BG
6805	BH	BH
6806	BJ	BJ
6807	BK	BK
6808	BL	BL
6809	BN	BN
6810	BP	BP
6811	BR	BR
6812	BS	BS
6813	BT	BT
6814	BX	BX
6815	C4	C4
6816	C6	C6
6817	C7	C7
6818	C9	C9
6819	CC	CC
6820	CD	CD
6821	CE	CE
6822	CG	CG
6823	CH	CH
6824	CJ	CJ
6825	CK	CK
6826	CL	CL
6827	CN	CN
6828	CP	CP
6829	CR	CR
6830	CS	CS
6831	CT	CT
6832	CX	CX
6833	CY	CY
6834	D2	D2
6835	D3	D3
6836	D4	D4
6837	D6	D6
6838	D7	D7
6839	D9	D9
6840	DD	DD
6841	DE	DE
6842	DG	DG
6843	DH	DH
6844	DJ	DJ
6845	DK	DK
6846	FWAX	FW.AX
6847	HGAM	HGA.M
6848	LYAA	LYA.A
6849	MLAF	M.LAF
6850	MLAJ	M.LAJ
6851	NHAZ	N.HAZ
6852	NLAX	NL.AX
6853	NMAS	NM.AS
6854	NMAV	NM.AV
6855	NPAA	N.PAA
6856	NUAT	NUA.T
6857	PGAT	P.GAT
6858	PJAU	PJA.U
6859	PKAD	P.KAD
6860	PKAR	PK.AR
6861	PKAW	P.KAW
6862	PMAJ	PMA.J
6863	PMAK	P.MAK
6864	PMAL	PM.AL
6865	PMAM	PMA.M
6866	PMAN	P.MAN
6867	PMAP	PM.AP
6868	PMAR	PMA.R
6869	PMAS	P.MAS
6870	PPAY	PP.AY
6871	SAAX	S.AAX
6872	SBAC	SB.AC
6873	SBAF	S.BAF
6874	SBAL	SBA.L
6875	SBAM	S.BAM
6876	SCAP	SC.AP
6877	SCAU	SCA.U
6878	SFAR	S.FAR
6879	SGAD	SG.AD
6880	SHAD	S.HAD
6881	SVAU	SVA.U
6882	TAAN	T.AAN
6883	TGAS	TG.AS
6884	THAD	TH.AD
6885	THAJ	THA.J
6886	THAK	T.HAK
6887	TMAN	TMA.N
6888	TSAP	TSA.P
6889	EAKJ	EAKJ
6890	EAKK	EAKK
6891	EAKL	EAKL
6892	EAKM	EAKM
6893	EAKN	EAKN
6894	EAKP	EAKP
6895	EAKR	EAKR
6896	EAKS	EAKS
6897	EAKT	EAKT
6898	KSA	KSA
6899	MFAJ	MFA.J
6900	MFAK	M.FAK
6901	MFAM	MFA.M
6902	MFAP	MF.AP
6903	MFAT	MF.AT
6904	MFAU	MFA.U
6905	MFAV	M.FAV
6906	MFAZ	MF.AZ
6907	MHAC	MH.AC
6908	MHAF	M.HAF
6909	MHAG	MH.AG
6910	MHAK	MH.AK
6911	MHAL	MHA.L
6912	MLAD	MLA.D
6913	MLAH	MLA.H
6914	MLAL	MLA.L
6915	MLAN	ML.AN
6916	MLAZ	MLA.Z
6917	MMAN	M.MAN
6918	MNAC	MNA.C
6919	MTAW	MTA.W
6920	MTAZ	MTA.Z
6921	MUAB	MUA.B
6922	MUAC	M.UAC
6923	MUAK	M.UAK
6924	MUAR	MUA.R
6925	MVAH	M.VAH
6926	MWAF	M.WAF
6927	MWAG	MW.AG
6928	MZAB	M.ZAB
6929	MZAG	MZ.AG
6930	MZAH	MZA.H
6931	MZAL	MZA.L
6932	MZAM	M.ZAM
6933	MZAP	MZA.P
6934	MZAR	M.ZAR
6935	MZAT	MZA.T
6936	MZAU	M.ZAU
6937	MZAX	M.ZAX
6938	NLAP	N.LAP
6939	NMAA	NMA.A
6940	NMAB	N.MAB
6941	NMAH	NMA.H
6942	NMAJ	N.MAJ
6943	NMAK	NM.AK
6944	NMAN	NM.AN
6945	NMAP	NMA.P
6946	NMAT	NMA.T
6947	NMAU	N.MAU
6948	NMAX	N.MAX
6949	NNAL	NN.AL
6950	NPAT	N.PAT
6951	NRAJ	N.RAJ
6952	NUAC	NU.AC
6953	NUAD	NUA.D
6954	NUAH	NUA.H
6955	NUAJ	N.UAJ
6956	NVAA	NV.AA
6957	NZAA	N.ZAA
6958	NZAB	NZ.AB
6959	PAAY	PA.AY
6960	PBAY	P.BAY
6961	PCAB	PC.AB
6962	PCAD	P.CAD
6963	PCAF	PC.AF
6964	PCAJ	PC.AJ
6965	PCAK	PCA.K
6966	PCAL	P.CAL
6967	PCAM	PC.AM
6968	PCAN	PCA.N
6969	PCAR	PC.AR
6970	PCAT	P.CAT
6971	PCAW	P.CAW
6972	PCAZ	P.CAZ
6973	PDAT	PDA.T
6974	PDAY	PD.AY
6975	PGAY	PGA.Y
6976	PNAY	PNA.Y
6977	PUAY	P.UAY
6978	PWAY	PW.AY
6979	PZAY	PZ.AY
6980	TZAM	TZ.AM
6981	EAAK	EAAK
6982	EAAL	EAAL
6983	EAAM	EAAM
6984	EAAN	EAAN
6985	EAAP	EAAP
6986	EAAR	EAAR
6987	EAAS	EAAS
6988	EAAT	EAAT
6989	EAAU	EAAU
6990	EAAV	EAAV
6991	EAKA	EAKA
6992	EAKE	EAKE
6993	EAKH	EAKH
6994	LZAW	LZ.AW
6995	MFAH	MF.AH
6996	MFAX	MFA.X
6997	MLAT	MLA.T
6998	MNAM	MN.AM
6999	MUAD	MU.AD
7000	MUAG	M.UAG
7001	MVAB	MV.AB
7002	MVAD	M.VAD
7003	MVAJ	MV.AJ
7004	MVAL	M.VAL
7005	MZAJ	M.ZAJ
7006	MZAZ	MZA.Z
7007	NBAC	NB.AC
7008	NBAD	NBA.D
7009	NBAG	NB.AG
7010	NDAD	N.DAD
7011	NDAG	NDA.G
7012	NDAH	N.DAH
7013	NDAJ	ND.AJ
7014	NDAK	NDA.K
7015	NDAL	N.DAL
7016	NDAM	ND.AM
7017	NDAN	NDA.N
7018	NDAP	N.DAP
7019	NDAS	NDA.S
7020	NPAF	NP.AF
7021	NPAN	NPA.N
7022	NPAP	N.PAP
7023	NPAX	NP.AX
7024	NUAK	NU.AK
7025	NVAB	NVA.B
7026	NVAC	N.VAC
7027	NVAD	NV.AD
7028	NVAF	NVA.F
