bird_id	bird_reference	bird_euring	bird_bto	bird_shorthand	bird_scheme	bird_ring_number	bird_name	bird_sex	bird_birth_year	bird_date_begin	bird_date_end	bird_age_ringing	bird_position	bird_direction	bird_notes
	2237	05920		BW(YL.AR)		H...903409		U		22-07-2013		1	LL	U	
	2238	05920		BW(YHA.Y)		H...903379		U		22-07-2013		1	LL	U	
	2239	05920		BW(Y.BAT)		H...903406		U		22-07-2013		1	LL	U	
	2240	05920		BW(Y.GAW)		H...903372		U		22-07-2013		1	LL	U	
	2241	05920		BW(Y.BAH)		H...903416		U		22-07-2013		1	LL	U	
	2242	05920		BW(YW.AB)		H...903393		U		22-07-2013		1	LL	U	
	2243	05920		BW(Y.FAT)		H...903385		U		22-07-2013		1	RL	U	
	2244	05920		BW(Y.VAD)		H...903396		U		22-07-2013		1	LL	U	
	2245	05920		BW(YB.AU)		H...903402		U		22-07-2013		1	RL	U	
	2246	05920		BW(Y.JAL)		H...903435		U		22-07-2013		1	LL	U	
	2247	05920		BW(YA.AU)		H...903437		U		22-07-2013		1	LL	U	
	2248	05920		BW(Y.VAZ)		H...903436		U		22-07-2013		1	RL	U	
	2249	05920		BW(Y.JAH)		H...903439		U		22-07-2013		1	LL	U	
	2250	05920		BW(YCA.C)		H...903440		U		22-07-2013		1	LL	U	
	2251	05920		BW(YFA.V)		H...903441		U		22-07-2013		1	LL	U	
	2252	05920		BW(Y.DAP)		H...903442		U		22-07-2013		1	LL	U	
	2253	05920		BW(YFA.N)		H...903443		U		22-07-2013		1	LL	U	
	2254	05920		BW(YJA.Y)		H...903444		U		22-07-2013		1	RL	U	
	2255	05920		BW(YJ.AJ)		H...903446		U		22-07-2013		1	LL	U	
	2256	05920		BW(YJ.AR)		H...903644		M		05-06-2014		A	RL	U	uvabits_gps_tag.
	2257	05920		BW(Y.LAZ)		H...903448		U		22-07-2013		1	RL	U	
	2258	05920		BW(YBA.C)		H...903438		U		22-07-2013		1	LL	U	
	2259	05920		BW(Y.WAZ)		H...903635		M		05-06-2014		A	RL	U	uvabits_gps_tag.
	2260	05920		BW(Y.LAL)		H...903247		U		28-07-2014		1	LL	U	
	2261	05910		BW(R.CAH)		L...915992		U		11-07-2014		1	LL	U	
	2262	05920		BW(Y.GAH)		H...902075		U		02-07-2014		1	RL	U	
	2263	05920		BW(YG.AB)		H...902087		U		02-07-2014		1	RL	U	
	2264	05920		BW(YHA.K)		H...902093		U		02-07-2014		1	RL	U	
	2265	05920		BW(YLA.N)		H...902053		U		02-07-2014		1	RL	U	
	2266	05920		BW(YGA.V)		H...902100		U		02-07-2014		1	RL	U	
	2267	05920		BW(YXA.G)		H...902090		U		02-07-2014		1	RL	U	
	2268	05920		BW(Y.JAD)		H...903241		U		28-07-2014		1	LL	U	
	2269	05920		BW(R.PAA)		H...902016		U		28-07-2014		1	LL	U	
	2270	05910				L...914771		U		20-06-2014	15-07-2014	1			sovon_bird_shorthand not available.
	2270	05910		BW(RGA.S)		L...914771		U		15-07-2014		1	LL	U	
	2271	05910				L...914757		U		20-06-2014	15-07-2014	1			sovon_bird_shorthand not available.
	2271	05910		BW(RJ.AB)		L...914757		U		15-07-2014		1	LL	U	
	2272	05910		DAAH		L...904852		M		31-05-2006	04-06-2014	A			uvabits_gps_tag.
	2272	05910		BW(PG.AU)		L...904852		M		04-06-2014		A	RL	D	uvabits_gps_tag.
	2273	05910		BW(HBA.P)		L...916044		U		11-09-2014		3	LL	U	
	2274	05910		BW(R.VAD)		L...916005		U		28-07-2014		1	RL	U	
	2275	05920		BW(YL.AB)		H...904022		U		14-07-2014		1			
	2276	05920		BW(Y.JAZ)		H...903646		F		13-06-2014		A	RL	U	uvabits_gps_tag.
	2277	05910				L...901851		M		03-07-2004	21-05-2012	1			sovon_bird_shorthand not available.
	2277	05910		BW(TS.AV)		L...901851		M		21-05-2012		A	RL	U	uvabits_gps_tag.
	2278	05910		BW(R.HAA)		L...916943		U		11-07-2014		1	RL	U	
	2279	05910		BW(RHA.S)		L...916144		U		11-07-2014		1	RL	U	
	2280	05920		BW(R.FAT)		H...902007		U		28-07-2014		1	LL	U	
	2281			GW(BCV)		B.....5238		U		21-04-2014		1	RL		
	2282			GW(BCW)		B.....5239		U		21-04-2014		1	RL		
	2283			GW(BCX)		B.....5240		U		21-04-2014		1	LL		
	2284			GW(BCY)		B.....5241		U		21-04-2014		1	RL		
	2285			GW(BCZ)		B.....5242		U		21-04-2014		1	RL		
	2286			GW(BCU)		B.....5243		U		21-04-2014		1	RL		
	2287			GW(BCT)		B.....5244		U		21-04-2014		1	RL		
	2288			GW(BCS)		B.....5245		U		21-04-2014		1	RL		
	2289			GW(BCR)		B.....5246		U		21-04-2014		1	RL		
	2290			GW(BCM)		B.....5247		U		21-04-2014		1	RL		
	2291	04560		WN(EAHP)		E...931059		U		04-07-2013		1	RL	U	
	2292	04560		WN(EAHR)		E...931062		U		04-07-2013		1	LL	U	
	2293	04560		WN(EAHS)		E...931063		U		18-07-2013		1	LL	U	
	2294	04560		WN(EAHT)		E...931064		U		18-07-2013		1	LL	U	
	2295	04560		WN(EAHU)		E...931065		U		19-07-2013		1	LL	U	
	2296	04560		WN(EAHV)		E...931066		U		19-07-2013		1	LL	U	
	2297	04560		WN(EAHX)		E...931067		U		19-07-2013		1	LL	U	
	2298	04560		WN(EAMA)		E...931068		U		19-07-2013		1	LL	U	
	2299	05920		BW(YKA.V)		H...903355		U		12-07-2013		1	LL	U	
	2300	05920		BW(YJ.AX)		H...903356		U		12-07-2013		1	LL	U	
	2301	05920		BW(YU.AU)		H...903357		U		12-07-2013		1	RL	U	
	2302	05920		BW(YXA.S)		H...903358		U		12-07-2013		1	RL	U	
	2303	05920		BW(YG.AX)		H...903362		U		12-07-2013		1	LL	U	
	2304			GW(BBW)		B.....4621		U		07-06-2013		1	RL		
	2305			GW(BBV)		B.....4620		U		07-06-2013		1	RL		
	2306			GW(BBX)		B.....4622		U		07-06-2013		1	RL		
	2307			GW(BBY)		B.....4623		U		07-06-2013		1	RL		
	2308			GW(BCC)		B.....4624		U		07-06-2013		1	RL		
	2309			GW(BCF)		B.....4625		U		07-06-2013		1	LL		
	2310			GW(BCE)		B.....4626		U		07-06-2013		1	LL		
	2311			GW(BBZ)		B.....4627		U		07-06-2013		1	RL		
	2312			GW(BCA)		B.....4628		U		07-06-2013		1	RL		
	2313			GW(BCB)		B.....4629		U		07-06-2013		1	RL		
	2314	05920				H...903194		U		14-06-2013	26-06-2013	1			sovon_bird_shorthand not available.
	2314	05920		BW(YDA.N)		H...903194		U		26-06-2013		1	LL	U	
	2315	05920		BW(Y.KAW)		H...903639		F		25-06-2014		A	RL	U	uvabits_gps_tag.
	2316	05910		BW(R.JAD)		L...916146		U		11-07-2014		1	RL	U	
	2317	05910		LCAK		L...909937		F		01-06-2009	16-06-2014	A			uvabits_gps_tag.
	2317	05910		BW(R.XAD)		L...909937		F		16-06-2014		O	RL	U	uvabits_gps_tag.
	2318	05920		BW(RC.AU)		H...903648		U		11-07-2014		1	RL	U	
	2319	05910		BW(RA.AJ)		L...915951		U		11-07-2014		1	RL	U	
	2320	05920		BW(RP.AR)		H...901503		U		28-07-2014		1	LL	U	
	2321	05910		735N		EA..672503		F		05-07-2008	10-06-2014	1			uvabits_gps_tag.
	2321	05910		BW(P.GAA)		EA..672503		F		10-06-2014		A	LL	U	uvabits_gps_tag.
	2322	05910				L...914755		U		02-07-2014	11-07-2014	1			sovon_bird_shorthand not available.
	2322	05910		BW(R.KAD)		L...914755		U		11-07-2014		1	RL	U	
	2323	05920		BW(YL.AX)		H...903631		U		05-06-2014		5	LL	U	
	2324	05920				...5410381		U		05-07-2002	16-06-2014	1			sovon_bird_shorthand not available.
	2324	05920		BW(YXA.Y)		...5410381		U		16-06-2014		A			
	2325	05920		BW(YGA.Y)		H...903566		U		16-06-2014		A	LL	U	
	2326	05910		BW(UNA.C)		L...917358		U		16-06-2014		A	RL	U	
	2327	05910		BW(YJ.AF)		L...917360		U		16-06-2014		A	RL	U	
	2328	05910		BW(H.BAJ)		L...917662		U		11-09-2014		3	LL	U	
	2329			GW(BCN)		B.....5248		U		21-04-2014		1	RL		
	2330			GW(BCP)		B.....5249		U		21-04-2014		1	RL		
	2331			GW(BCL)		B.....5250		U		21-04-2014		1	RL		
	2332			GW(BCK)		B.....5451		U		21-04-2014		1	RL		
	2333			GW(BCJ)		B.....5452		U		21-04-2014		1	RL		
