bird_reference	raw_KleurringNummer	bird_date_begin	bird_shorthand_pt
8528	DCAD	2006-06-12T00:00:00Z	D.CAD
8529	DCAF	2006-06-12T00:00:00Z	DC.AF
8530	AYAY	1999-07-16T00:00:00Z	AYAY
8531	AYAZ	1999-07-16T00:00:00Z	AYAZ
8532	AZAA	1999-07-16T00:00:00Z	AZAA
8533	AZAB	1999-07-16T00:00:00Z	AZAB
8534	AZAC	1999-07-16T00:00:00Z	AZAC
8535	AZAD	1999-07-16T00:00:00Z	AZAD
8536	AZAG	1999-07-16T00:00:00Z	AZAG
8537	AZAJ	1999-07-16T00:00:00Z	AZAJ
8538	AZAK	1999-07-16T00:00:00Z	AZAK
8539	AZAL	1999-07-16T00:00:00Z	AZAL
8540	AZAM	1999-07-16T00:00:00Z	AZAM
8541	AZAN	1999-07-16T00:00:00Z	AZAN
8542	AZAP	1999-07-16T00:00:00Z	AZAP
8543	AZAS	1999-07-16T00:00:00Z	AZAS
8544	AZAT	1999-07-16T00:00:00Z	AZAT
8545	AZAU	1999-07-16T00:00:00Z	AZAU
8546	AZAW	1999-07-20T00:00:00Z	AZAW
8547	AZAF	1999-07-16T00:00:00Z	AZAF
8548	AZAX	1999-07-20T00:00:00Z	AZAX
8549	BLAS	1999-07-09T00:00:00Z	BLAS
8550	BCAB	1999-07-28T00:00:00Z	BCAB
8551	BCAC	1999-07-28T00:00:00Z	BCAC
8552	AJAZ	1999-07-07T00:00:00Z	AJAZ
8553	ALAZ	1999-07-07T00:00:00Z	ALAZ
8554	ASAV	1999-07-07T00:00:00Z	ASAV
8555	ASAW	1999-07-07T00:00:00Z	ASAW
8556	ASAZ	1999-07-07T00:00:00Z	ASAZ
8557	ATAA	1999-07-07T00:00:00Z	ATAA
8558	ATAC	1999-07-08T00:00:00Z	ATAC
8559	BFAJ	1999-07-09T00:00:00Z	BFAJ
8560	BFAK	1999-07-09T00:00:00Z	BFAK
8561	BFAM	1999-07-09T00:00:00Z	BFAM
8562	BFAN	1999-07-09T00:00:00Z	BFAN
8563	BFAP	1999-07-09T00:00:00Z	BFAP
8564	BFAR	1999-07-09T00:00:00Z	BFAR
8565	BFAS	1999-07-09T00:00:00Z	BFAS
8566	BFAT	1999-07-09T00:00:00Z	BFAT
8567	BFAU	1999-07-09T00:00:00Z	BFAU
8568	BFAV	1999-07-09T00:00:00Z	BFAV
8569	BFAW	1999-07-09T00:00:00Z	BFAW
8570	BFAX	1999-07-09T00:00:00Z	BFAX
8571	BFAY	1999-07-09T00:00:00Z	BFAY
8572	BFAZ	1999-07-09T00:00:00Z	BFAZ
8573	BGAA	1999-07-09T00:00:00Z	BGAA
8574	BGAB	1999-07-09T00:00:00Z	BGAB
8575	BGAC	1999-07-09T00:00:00Z	BGAC
8576	BGAD	1999-07-09T00:00:00Z	BGAD
8577	BGAF	1999-07-09T00:00:00Z	BGAF
8578	BGAG	1999-07-09T00:00:00Z	BGAG
8579	BGAJ	1999-07-09T00:00:00Z	BGAJ
8580	BBAK	1999-07-23T00:00:00Z	BBAK
8581	BKAL	1999-07-09T00:00:00Z	BKAL
8582	BKAM	1999-07-09T00:00:00Z	BKAM
8583	BKAP	1999-07-09T00:00:00Z	BKAP
8584	BKAR	1999-07-09T00:00:00Z	BKAR
8585	BKAS	1999-07-09T00:00:00Z	BKAS
8586	BKAT	1999-07-09T00:00:00Z	BKAT
8587	BKAU	1999-07-09T00:00:00Z	BKAU
8588	BKAV	1999-07-09T00:00:00Z	BKAV
8589	BKAW	1999-07-09T00:00:00Z	BKAW
8590	BKAY	1999-07-09T00:00:00Z	BKAY
8591	BLAA	1999-07-09T00:00:00Z	BLAA
8592	BLAZ	1999-07-23T00:00:00Z	BLAZ
8593	BMAB	1999-07-09T00:00:00Z	BMAB
8594	BMAH	1999-07-09T00:00:00Z	BMAH
8595	BMAJ	1999-07-09T00:00:00Z	BMAJ
8596	BMAX	1999-07-09T00:00:00Z	BMAX
8597	BAAM	1999-07-23T00:00:00Z	BAAM
8598	BAAN	1999-07-23T00:00:00Z	BAAN
8599	BAAP	1999-07-23T00:00:00Z	BAAP
8600	BAAR	1999-07-23T00:00:00Z	BAAR
8601	BAAS	1999-07-23T00:00:00Z	BAAS
8602	BAAT	1999-07-23T00:00:00Z	BAAT
8603	BAAU	1999-07-23T00:00:00Z	BAAU
8604	AAAW	1999-06-25T00:00:00Z	AAAW
8605	ATAL	1999-07-08T00:00:00Z	ATAL
8606	ATAM	1999-07-08T00:00:00Z	ATAM
8607	BHAT	1999-07-09T00:00:00Z	BHAT
8608	BHAV	1999-07-09T00:00:00Z	BHAV
8609	AUAD	1999-07-09T00:00:00Z	AUAD
8610	AUAF	1999-07-09T00:00:00Z	AUAF
8611	AUAH	1999-07-09T00:00:00Z	AUAH
8612	ATAN	1999-07-08T00:00:00Z	ATAN
8613	AVAZ	1999-07-09T00:00:00Z	AVAZ
8614	AWAA	1999-07-09T00:00:00Z	AWAA
8615	AWAC	1999-07-09T00:00:00Z	AWAC
8616	AWAG	1999-07-09T00:00:00Z	AWAG
8617	AWAL	1999-07-09T00:00:00Z	AWAL
8618	AWAT	1999-07-09T00:00:00Z	AWAT
8619	AWAX	1999-07-09T00:00:00Z	AWAX
8620	AWAZ	1999-07-09T00:00:00Z	AWAZ
8621	BJAB	1999-07-09T00:00:00Z	BJAB
8622	BHAP	1999-07-09T00:00:00Z	BHAP
8623	BHAR	1999-07-09T00:00:00Z	BHAR
8624	BHAU	1999-07-23T00:00:00Z	BHAU
8625	BHAX	1999-07-09T00:00:00Z	BHAX
8626	BHAY	1999-07-09T00:00:00Z	BHAY
8627	BHAZ	1999-07-09T00:00:00Z	BHAZ
8628	AUAA	1999-07-09T00:00:00Z	AUAA
8629	AUAB	1999-07-09T00:00:00Z	AUAB
8630	AUAC	1999-07-09T00:00:00Z	AUAC
8631	AUAG	1999-07-09T00:00:00Z	AUAG
8632	AUAJ	1999-07-09T00:00:00Z	AUAJ
8633	BPAP	1999-07-12T00:00:00Z	BPAP
8634	BPAR	1999-07-12T00:00:00Z	BPAR
8635	BPAS	1999-07-12T00:00:00Z	BPAS
8636	BPAT	1999-07-12T00:00:00Z	BPAT
8637	BPAV	1999-07-12T00:00:00Z	BPAV
8638	BSAD	1999-07-12T00:00:00Z	BSAD
8639	BSAF	1999-07-12T00:00:00Z	BSAF
8640	BSAG	1999-07-12T00:00:00Z	BSAG
8641	BSAJ	1999-07-12T00:00:00Z	BSAJ
8642	BSAK	1999-07-12T00:00:00Z	BSAK
8643	BSAM	1999-07-12T00:00:00Z	BSAM
8644	BSAN	1999-07-12T00:00:00Z	BSAN
8645	BSAV	1999-07-12T00:00:00Z	BSAV
8646	BSAZ	1999-07-12T00:00:00Z	BSAZ
8647	BTAA	1999-07-12T00:00:00Z	BTAA
8648	BTAK	1999-07-12T00:00:00Z	BTAK
8649	BTAM	1999-07-12T00:00:00Z	BTAM
8650	BTAN	1999-07-12T00:00:00Z	BTAN
8651	BTAP	1999-07-12T00:00:00Z	BTAP
8652	BTAR	1999-07-12T00:00:00Z	BTAR
8653	BTAS	1999-07-29T00:00:00Z	BTAS
8654	BTAT	1999-07-12T00:00:00Z	BTAT
8655	AXAA	1999-07-13T00:00:00Z	AXAA
8656	AXAB	1999-07-13T00:00:00Z	AXAB
8657	AXAC	1999-07-13T00:00:00Z	AXAC
8658	AXAD	1999-07-13T00:00:00Z	AXAD
8659	AXAH	1999-07-13T00:00:00Z	AXAH
8660	AXAK	1999-07-13T00:00:00Z	AXAK
8661	AXAL	1999-07-13T00:00:00Z	AXAL
8662	AXAM	1999-07-13T00:00:00Z	AXAM
8663	AXAN	1999-07-13T00:00:00Z	AXAN
8664	AXAP	1999-07-13T00:00:00Z	AXAP
8665	AXAR	1999-07-13T00:00:00Z	AXAR
8666	AYAD	1999-07-16T00:00:00Z	AYAD
8667	AYAF	1999-07-16T00:00:00Z	AYAF
8668	AYAG	1999-07-16T00:00:00Z	AYAG
8669	AYAH	1999-07-16T00:00:00Z	AYAH
8670	AYAJ	1999-07-16T00:00:00Z	AYAJ
8671	AYAK	1999-07-16T00:00:00Z	AYAK
8672	AYAL	1999-07-16T00:00:00Z	AYAL
8673	AYAM	1999-07-16T00:00:00Z	AYAM
8674	BSAS	1999-07-12T00:00:00Z	BSAS
8675	AXAS	1999-07-13T00:00:00Z	AXAS
8676	AXAT	1999-07-13T00:00:00Z	AXAT
8677	AXAU	1999-07-13T00:00:00Z	AXAU
8678	AXAV	1999-07-13T00:00:00Z	AXAV
8679	AXAW	1999-07-13T00:00:00Z	AXAW
8680	AXAX	1999-07-13T00:00:00Z	AXAX
8681	AXAY	1999-07-13T00:00:00Z	AXAY
8682	AXAZ	1999-07-13T00:00:00Z	AXAZ
8683	AYAA	1999-07-16T00:00:00Z	AYAA
8684	AYAB	1999-07-16T00:00:00Z	AYAB
8685	AYAN	1999-07-16T00:00:00Z	AYAN
8686	AYAP	1999-07-16T00:00:00Z	AYAP
8687	AYAR	1999-07-16T00:00:00Z	AYAR
8688	AYAS	1999-07-16T00:00:00Z	AYAS
8689	AYAT	1999-07-16T00:00:00Z	AYAT
8690	AYAU	1999-07-16T00:00:00Z	AYAU
8691	AYAV	1999-07-16T00:00:00Z	AYAV
8692	AYAW	1999-07-16T00:00:00Z	AYAW
8693	AYAX	1999-07-16T00:00:00Z	AYAX
8694	ATAT	1999-07-08T00:00:00Z	ATAT
8695	ATAU	1999-07-08T00:00:00Z	ATAU
8696	ATAV	1999-07-08T00:00:00Z	ATAV
8697	ATAW	1999-07-08T00:00:00Z	ATAW
8698	ATAX	1999-07-08T00:00:00Z	ATAX
8699	ATAY	1999-07-08T00:00:00Z	ATAY
8700	BGAK	1999-07-09T00:00:00Z	BGAK
8701	BGAL	1999-07-09T00:00:00Z	BGAL
8702	BGAM	1999-07-09T00:00:00Z	BGAM
8703	BGAN	1999-07-09T00:00:00Z	BGAN
8704	BGAP	1999-07-09T00:00:00Z	BGAP
8705	BGAR	1999-07-09T00:00:00Z	BGAR
8706	BGAS	1999-07-09T00:00:00Z	BGAS
8707	BGAT	1999-07-09T00:00:00Z	BGAT
8708	ATAD	1999-07-08T00:00:00Z	ATAD
8709	ATAF	1999-07-08T00:00:00Z	ATAF
8710	ATAG	1999-07-08T00:00:00Z	ATAG
8711	ATAH	1999-07-08T00:00:00Z	ATAH
8712	ATAJ	1999-07-08T00:00:00Z	ATAJ
8713	ATAK	1999-07-08T00:00:00Z	ATAK
8714	BFAA	1999-07-09T00:00:00Z	BFAA
8715	BFAB	1999-07-09T00:00:00Z	BFAB
8716	BFAC	1999-07-09T00:00:00Z	BFAC
8717	BFAD	1999-07-09T00:00:00Z	BFAD
8718	BFAF	1999-07-09T00:00:00Z	BFAF
8719	BFAL	1999-07-09T00:00:00Z	BFAL
8720	BFAG	1999-07-09T00:00:00Z	BFAG
8721	BFAH	1999-07-09T00:00:00Z	BFAH
8722	AUAK	1999-07-09T00:00:00Z	AUAK
8723	AUAL	1999-07-09T00:00:00Z	AUAL
8724	AUAM	1999-07-09T00:00:00Z	AUAM
8725	AUAN	1999-07-09T00:00:00Z	AUAN
8726	AUAR	1999-07-09T00:00:00Z	AUAR
8727	AUAT	1999-07-09T00:00:00Z	AUAT
8728	AUAU	1999-07-09T00:00:00Z	AUAU
8729	AUAW	1999-07-09T00:00:00Z	AUAW
8730	AUAX	1999-07-09T00:00:00Z	AUAX
8731	AUAY	1999-07-09T00:00:00Z	AUAY
8732	AVAB	1999-07-09T00:00:00Z	AVAB
8733	AVAF	1999-07-09T00:00:00Z	AVAF
8734	AVAG	1999-07-09T00:00:00Z	AVAG
8735	AVAK	1999-07-09T00:00:00Z	AVAK
8736	AVAM	1999-07-09T00:00:00Z	AVAM
8737	AVAP	1999-07-09T00:00:00Z	AVAP
8738	AVAR	1999-07-09T00:00:00Z	AVAR
8739	AVAW	1999-07-09T00:00:00Z	AVAW
8740	BJAD	1999-07-09T00:00:00Z	BJAD
8741	BJAF	1999-07-09T00:00:00Z	BJAF
8742	BJAK	1999-07-09T00:00:00Z	BJAK
8743	BJAN	1999-07-09T00:00:00Z	BJAN
8744	BJAS	1999-07-09T00:00:00Z	BJAS
8745	BJAU	1999-07-09T00:00:00Z	BJAU
8746	BJAV	1999-07-09T00:00:00Z	BJAV
8747	BJAW	1999-07-09T00:00:00Z	BJAW
8748	BKAB	1999-07-09T00:00:00Z	BKAB
8749	BKAF	1999-07-09T00:00:00Z	BKAF
8750	BKAG	1999-07-09T00:00:00Z	BKAG
8751	BKAH	1999-07-09T00:00:00Z	BKAH
8752	BGAU	1999-07-09T00:00:00Z	BGAU
8753	BGAV	1999-07-09T00:00:00Z	BGAV
8754	BGAW	1999-07-09T00:00:00Z	BGAW
8755	BGAY	1999-07-09T00:00:00Z	BGAY
8756	BGAX	1999-07-09T00:00:00Z	BGAX
8757	BGAZ	1999-07-09T00:00:00Z	BGAZ
8758	BHAA	1999-07-09T00:00:00Z	BHAA
8759	BHAB	1999-07-09T00:00:00Z	BHAB
8760	BHAC	1999-07-09T00:00:00Z	BHAC
8761	BHAD	1999-07-09T00:00:00Z	BHAD
8762	BHAF	1999-07-09T00:00:00Z	BHAF
8763	BHAG	1999-07-09T00:00:00Z	BHAG
8764	BHAH	1999-07-09T00:00:00Z	BHAH
8765	BHAJ	1999-07-09T00:00:00Z	BHAJ
8766	BHAK	1999-07-09T00:00:00Z	BHAK
8767	ATAZ	1999-07-09T00:00:00Z	ATAZ
8768	BHAL	1999-07-09T00:00:00Z	BHAL
8769	BHAM	1999-07-09T00:00:00Z	BHAM
8770	BHAN	1999-07-09T00:00:00Z	BHAN
8771	BPAM	1999-07-12T00:00:00Z	BPAM
8772	BPAN	1999-07-12T00:00:00Z	BPAN
8773	AVAX	1999-07-09T00:00:00Z	AVAX
8774	AVAY	1999-07-09T00:00:00Z	AVAY
8775	AMAK	1999-07-07T00:00:00Z	AMAK
8776	AMAL	1999-07-07T00:00:00Z	AMAL
8777	AMAM	1999-07-07T00:00:00Z	AMAM
8778	AMAP	1999-07-07T00:00:00Z	AMAP
8779	AMAT	1999-07-07T00:00:00Z	AMAT
8780	AMAU	1999-07-07T00:00:00Z	AMAU
8781	AMAV	1999-07-07T00:00:00Z	AMAV
8782	ANAD	1999-07-07T00:00:00Z	ANAD
8783	ANAJ	1999-07-07T00:00:00Z	ANAJ
8784	ASAM	1999-07-07T00:00:00Z	ASAM
8785	ASAP	1999-07-07T00:00:00Z	ASAP
8786	BNAV	1999-07-09T00:00:00Z	BNAV
8787	BNAW	1999-07-09T00:00:00Z	BNAW
8788	BNAX	1999-07-09T00:00:00Z	BNAX
8789	BNAY	1999-07-09T00:00:00Z	BNAY
8790	BNAZ	1999-07-09T00:00:00Z	BNAZ
8791	BPAA	1999-07-09T00:00:00Z	BPAA
8792	BPAB	1999-07-09T00:00:00Z	BPAB
8793	BPAC	1999-07-09T00:00:00Z	BPAC
8794	BPAD	1999-07-09T00:00:00Z	BPAD
8795	BPAF	1999-07-09T00:00:00Z	BPAF
8796	BPAG	1999-07-09T00:00:00Z	BPAG
8797	BPAH	1999-07-09T00:00:00Z	BPAH
8798	BPAJ	1999-07-09T00:00:00Z	BPAJ
8799	BPAK	1999-07-09T00:00:00Z	BPAK
8800	BPAL	1999-07-09T00:00:00Z	BPAL
8801	BMAW	1999-07-09T00:00:00Z	BMAW
8802	BMAY	1999-07-09T00:00:00Z	BMAY
8803	BMAZ	1999-07-09T00:00:00Z	BMAZ
8804	BNAA	1999-07-09T00:00:00Z	BNAA
8805	BNAB	1999-07-09T00:00:00Z	BNAB
8806	BNAC	1999-07-09T00:00:00Z	BNAC
8807	BNAD	1999-07-09T00:00:00Z	BNAD
8808	BNAF	1999-07-09T00:00:00Z	BNAF
8809	BNAG	1999-07-09T00:00:00Z	BNAG
8810	BNAH	1999-07-09T00:00:00Z	BNAH
8811	BNAJ	1999-07-09T00:00:00Z	BNAJ
8812	BNAK	1999-07-09T00:00:00Z	BNAK
8813	BNAM	1999-07-09T00:00:00Z	BNAM
8814	BNAN	1999-07-09T00:00:00Z	BNAN
8815	BNAP	1999-07-09T00:00:00Z	BNAP
8816	BNAR	1999-07-09T00:00:00Z	BNAR
8817	BNAS	1999-07-09T00:00:00Z	BNAS
8818	BNAT	1999-07-09T00:00:00Z	BNAT
8819	BNAU	1999-07-09T00:00:00Z	BNAU
8820	BPAW	1999-07-12T00:00:00Z	BPAW
8821	BPAU	1999-07-12T00:00:00Z	BPAU
8822	BPAX	1999-07-12T00:00:00Z	BPAX
8823	BPAY	1999-07-12T00:00:00Z	BPAY
8824	BPAZ	1999-07-28T00:00:00Z	BPAZ
8825	BSAA	1999-07-12T00:00:00Z	BSAA
8826	BSAB	1999-07-12T00:00:00Z	BSAB
8827	BSAC	1999-07-12T00:00:00Z	BSAC
8828	BSAH	1999-07-12T00:00:00Z	BSAH
8829	BSAL	1999-07-12T00:00:00Z	BSAL
8830	BSAP	1999-07-12T00:00:00Z	BSAP
8831	BSAR	1999-07-12T00:00:00Z	BSAR
8832	BSAW	1999-07-12T00:00:00Z	BSAW
8833	BSAT	1999-07-12T00:00:00Z	BSAT
8834	BSAU	1999-07-12T00:00:00Z	BSAU
8835	BSAX	1999-07-12T00:00:00Z	BSAX
8836	BTAB	1999-07-12T00:00:00Z	BTAB
8837	BTAC	1999-07-12T00:00:00Z	BTAC
8838	BTAD	1999-07-12T00:00:00Z	BTAD
8839	BTAF	1999-07-12T00:00:00Z	BTAF
8840	AYAC	1999-07-16T00:00:00Z	AYAC
8841	AZAH	1999-07-16T00:00:00Z	AZAH
8842	AZAR	1999-07-16T00:00:00Z	AZAR
8843	BTAG	1999-07-12T00:00:00Z	BTAG
8844	BTAH	1999-07-12T00:00:00Z	BTAH
8845	BTAJ	1999-07-12T00:00:00Z	BTAJ
8846	BTAL	1999-07-12T00:00:00Z	BTAL
8847	BTAU	1999-07-12T00:00:00Z	BTAU
8848	BTAV	1999-07-12T00:00:00Z	BTAV
8849	BTAW	1999-07-12T00:00:00Z	BTAW
8850	BTAX	1999-07-12T00:00:00Z	BTAX
8851	BTAY	1999-07-12T00:00:00Z	BTAY
8852	AFAP	1999-07-13T00:00:00Z	AFAP
8853	BBAG	1999-07-20T00:00:00Z	BBAG
8854	BBAH	1999-07-20T00:00:00Z	BBAH
8855	ACAK	1999-07-02T00:00:00Z	ACAK
8856	ASAR	1999-07-07T00:00:00Z	ASAR
8857	ATAB	1999-07-08T00:00:00Z	ATAB
8858	KPAM	2008-05-13T00:00:00Z	KP.AM
8859	KSAJ	2008-05-21T00:00:00Z	KS.AJ
8860	KBAA	2008-05-13T00:00:00Z	KB.AA
8861	KNAA	2008-05-13T00:00:00Z	KN.AA
8862	KBAB	2008-05-13T00:00:00Z	KB.AB
8863	KMAD	2008-05-27T00:00:00Z	KM.AD
8864	RHAL	2014-07-11T00:00:00Z	R.HAL
8865	RA5	1997-07-11T00:00:00Z	RA5
8866	KRAN	2008-05-27T00:00:00Z	KR.AN
8867	KMAY	2008-05-27T00:00:00Z	KM.AY
8868	KRAH	2008-05-27T00:00:00Z	KR.AH
8869	KMAW	2008-05-27T00:00:00Z	KM.AW
8870	TY7	1997-07-05T00:00:00Z	TY7
8871	KDAA	2008-05-27T00:00:00Z	KD.AA
8872	KRAF	2008-05-27T00:00:00Z	KR.AF
8873	ECJ0	1997-06-24T00:00:00Z	ECJ0
8874	KRAZ	2008-05-30T00:00:00Z	KR.AZ
8875	KRAY	2008-05-30T00:00:00Z	KR.AY
8876	KRAR	2008-05-30T00:00:00Z	KR.AR
8877	KRAS	2008-05-30T00:00:00Z	KR.AS
8878	KDAC	2008-05-30T00:00:00Z	KD.AC
8879	EU63	1997-07-02T00:00:00Z	EU63
8880	KDAF	2008-05-30T00:00:00Z	KD.AF
8881	KRAJ	2008-05-30T00:00:00Z	KR.AJ
8882	EA07	1996-07-08T00:00:00Z	EA07
8883	RDAA	2014-07-11T00:00:00Z	R.DAA
8884	KDAK	2008-06-02T00:00:00Z	KD.AK
8885	KDAJ	2008-06-02T00:00:00Z	KD.AJ
8886	KDAL	2008-06-02T00:00:00Z	KD.AL
8887	SPS	2002-07-14T00:00:00Z	SPS
8888	RDAC	2014-07-22T00:00:00Z	RDA.C
8889	ADOB	2016-07-28T00:00:00Z	AD.OB
8890	KDAP	2008-06-02T00:00:00Z	KD.AP
8891	ES03	1996-07-08T00:00:00Z	ES03
8892	KDAT	2008-06-02T00:00:00Z	KD.AT
8893	E739	1995-07-09T00:00:00Z	E739
8894	KHAB	2008-06-09T00:00:00Z	KHAB
8895	NN9	1997-07-11T00:00:00Z	NN9
8896	KHAH	2008-06-09T00:00:00Z	KH.AH
8897	DJOR	2018-07-25T00:00:00Z	DJ.OR
8898	KHAN	2008-06-09T00:00:00Z	KH.AN
8899	KHAP	2008-06-09T00:00:00Z	KH.AP
8900	KRAU	2008-06-11T00:00:00Z	KR.AU
8901	KLAS	2008-06-11T00:00:00Z	KL.AS
8902	KHAT	2008-06-11T00:00:00Z	KH.AT
8903	KHAZ	2008-06-11T00:00:00Z	KH.AZ
8904	E840	1995-07-05T00:00:00Z	E840
8905	KLAN	2008-06-16T00:00:00Z	KL.AN
8906	KLAW	2008-06-16T00:00:00Z	KL.AW
8907	KNAB	2008-05-13T00:00:00Z	KN.AB
8908	KBAD	2008-05-13T00:00:00Z	KB.AD
8909	KBAC	2008-05-13T00:00:00Z	KB.AC
8910	KBAF	2008-05-13T00:00:00Z	KB.AF
8911	KBAJ	2008-05-13T00:00:00Z	KB.AJ
8912	KBAH	2008-05-13T00:00:00Z	KB.AH
8913	KBAG	2008-05-13T00:00:00Z	KB.AG
8914	KNAC	2008-05-13T00:00:00Z	KN.AC
8915	KNAD	2008-05-13T00:00:00Z	KN.AD
8916	KNAF	2008-05-13T00:00:00Z	KN.AF
8917	KNAN	2008-05-13T00:00:00Z	KN.AN
8918	KNAG	2008-05-13T00:00:00Z	KN.AG
8919	EX76	1997-06-21T00:00:00Z	EX76
8920	KNAJ	2008-05-13T00:00:00Z	KN.AJ
8921	KBAK	2008-05-13T00:00:00Z	KB.AK
8922	EY71	1997-06-24T00:00:00Z	EY71
8923	KBAN	2008-05-13T00:00:00Z	KB.AN
8924	KNAK	2008-05-13T00:00:00Z	KN.AK
8925	KBAP	2008-05-13T00:00:00Z	KB.AP
8926	KNAM	2008-05-13T00:00:00Z	KN.AM
8927	KBAS	2008-05-13T00:00:00Z	KB.AS
8928	KBAT	2008-05-13T00:00:00Z	KB.AT
8929	KNAP	2008-05-13T00:00:00Z	KN.AP
8930	KBAW	2008-05-13T00:00:00Z	KB.AW
8931	KBAV	2008-05-13T00:00:00Z	KB.AV
8932	KBAY	2008-05-13T00:00:00Z	KB.AY
8933	KBAZ	2008-05-13T00:00:00Z	KB.AZ
8934	KBAR	2008-05-13T00:00:00Z	KB.AR
8935	KNAR	2008-05-13T00:00:00Z	KN.AR
8936	KAAA	2008-05-13T00:00:00Z	KA.AA
8937	KAAB	2008-05-13T00:00:00Z	KA.AB
8938	KAAC	2008-05-13T00:00:00Z	KA.AC
8939	KAAM	2008-05-20T00:00:00Z	KA.AM
8940	KNAV	2008-05-20T00:00:00Z	KN.AV
8941	KNAY	2008-05-20T00:00:00Z	KN.AY
8942	KAAP	2008-05-20T00:00:00Z	KA.AP
8943	KRAA	2008-05-20T00:00:00Z	KR.AA
8944	KRAB	2008-05-20T00:00:00Z	KR.AB
8945	KAAZ	2008-05-21T00:00:00Z	KA.AZ
8946	KAAY	2008-05-21T00:00:00Z	KA.AY
8947	EK33	1996-06-25T00:00:00Z	EK33
8948	KRAK	2008-05-21T00:00:00Z	KR.AK
8949	KAAV	2008-05-21T00:00:00Z	KA.AV
8950	KRAG	2008-05-21T00:00:00Z	KR.AG
8951	EM37	1996-07-10T00:00:00Z	EM37
8952	KRAP	2008-05-23T00:00:00Z	KR.AP
8953	KMAB	2008-05-23T00:00:00Z	KM.AB
8954	KMAT	2008-05-23T00:00:00Z	KM.AT
8955	KRAM	2008-05-23T00:00:00Z	KR.AM
8956	KMAJ	2008-05-23T00:00:00Z	KM.AJ
8957	KMAL	2008-05-23T00:00:00Z	KM.AL
8958	EL07	1996-06-25T00:00:00Z	EL07
8959	KMAH	2008-05-27T00:00:00Z	KM.AH
8960	KMAV	2008-05-27T00:00:00Z	KMAV
8961	KMAG	2008-05-27T00:00:00Z	KM.AG
8962	KMAC	2008-05-27T00:00:00Z	KM.AC
8963	KMAZ	2008-05-27T00:00:00Z	KM.AZ
8964	ER13	1996-06-26T00:00:00Z	ER13
8965	KMAN	2008-05-27T00:00:00Z	KM.AN
8966	KLAV	2008-06-16T00:00:00Z	KL.AV
8967	KNAZ	2008-05-16T00:00:00Z	KN.AZ
8968	KAAD	2008-05-16T00:00:00Z	KA.AD
8969	KNAT	2008-05-16T00:00:00Z	KN.AT
8970	KAAJ	2008-05-19T00:00:00Z	KA.AJ
8971	KAAG	2008-05-19T00:00:00Z	KA.AG
8972	KNAU	2008-05-19T00:00:00Z	KN.AU
8973	E961	1995-07-10T00:00:00Z	E961
8974	KAAL	2008-05-19T00:00:00Z	KA.AL
8975	EY04	1997-06-24T00:00:00Z	EY04
8976	KAAF	2008-05-19T00:00:00Z	KA.AF
8977	KDAU	2008-06-04T00:00:00Z	KD.AU
8978	KDAV	2008-06-04T00:00:00Z	KDAV
8979	EU37	1996-06-28T00:00:00Z	EU37
8980	KRAW	2008-06-04T00:00:00Z	KR.AW
8981	KLAD	2008-06-04T00:00:00Z	KL.AD
8982	KLAF	2008-06-04T00:00:00Z	KL.AF
8983	E657	1995-07-09T00:00:00Z	E657
8984	KDAZ	2008-06-04T00:00:00Z	KD.AZ
8985	TN5	1998-07-08T00:00:00Z	TN5
8986	KLAZ	2008-06-16T00:00:00Z	KL.AZ
8987	ECL2	1997-07-03T00:00:00Z	ECL2
8988	KLAG	2008-06-04T00:00:00Z	KL.AG
8989	KLAJ	2008-06-04T00:00:00Z	KL.AJ
8990	KLAK	2008-06-04T00:00:00Z	KL.AK
8991	KLAP	2008-06-04T00:00:00Z	KL.AP
8992	KHAV	2008-06-13T00:00:00Z	KH.AV
8993	KHAS	2008-06-13T00:00:00Z	KH.AS
8994	KHAM	2008-06-13T00:00:00Z	KH.AM
8995	KHAK	2008-06-13T00:00:00Z	KH.AK
8996	KHAJ	2008-06-13T00:00:00Z	KH.AJ
8997	KHAR	2008-06-13T00:00:00Z	KH.AR
8998	KLAU	2008-06-13T00:00:00Z	KL.AU
8999	EK60	1996-07-09T00:00:00Z	EK60
9000	CMAD	2008-07-08T00:00:00Z	CMA.D
9001	CKAC	2008-07-11T00:00:00Z	C.KAC
9002	CSAK	2008-07-02T00:00:00Z	C.SAK
9003	HPAA	2008-07-02T00:00:00Z	H.PAA
9004	HPAB	2008-07-02T00:00:00Z	HP.AB
9005	HPAC	2008-07-23T00:00:00Z	HPA.C
9006	HPAK	2008-07-02T00:00:00Z	HPA.K
9007	HPAM	2008-07-02T00:00:00Z	HP.AM
9008	HPAN	2008-07-02T00:00:00Z	HPA.N
9009	HPAF	2008-07-02T00:00:00Z	HP.AF
9010	HPAL	2008-07-02T00:00:00Z	H.PAL
9011	HPAR	2008-07-02T00:00:00Z	HP.AR
9012	HPAH	2008-07-02T00:00:00Z	H.PAH
9013	HPAX	2008-07-02T00:00:00Z	HP.AX
9014	HPAV	2008-07-02T00:00:00Z	HPA.V
9015	HPAZ	2008-07-02T00:00:00Z	H.PAZ
9016	HPAU	2008-07-02T00:00:00Z	HP.AU
9017	HPAJ	2008-07-02T00:00:00Z	HP.AJ
9018	HPAG	2008-07-02T00:00:00Z	HPA.G
9019	HPAP	2008-07-02T00:00:00Z	H.PAP
